author,title,full_text
Дайте танк (!),Впереди,"Кто сказал, что ты должен чего-то добиться?
Откуда такие долги? Ты долгов не брал
Закричи: Ничего не хочу! Помогите! Полиция!
Если отформатировать С, будет проще уйти в астрал
Всё ни хуя не впереди — всё здесь и сейчас
А может быть — вообще вчера, — прошло и не задело
Сердце у себя в груди ты видел хоть раз?
А вдруг шутили доктора? Кто виноват? Что делать?
Танцевать или плакать
Танцевать или плакать
Танцевать или плакать
Танцы-танцы-танцевать, у!
Кто сказал, что ты обязан быть первым?
Все сразу не могут быть первыми — это блеф
Поколение Кто Хочет Стать Миллионером?
Поколение Поле Чудес, поколение Король Лев
Всё ни хуя не впереди — всё здесь и сейчас
А может быть — вообще вчера. Прошло и не задело
Сердце у себя в груди ты видел хоть раз?
А вдруг шутили доктора? Кто виноват? Что делать?
Танцевать или плакать
"
Lida,ЧСВ (feat. СЕРЁГА ПИРАТ),"А, а, а
Lida
А, а, бле
Он охуенен и пиздат (Я), зацените мой прикид (Оу, shit)
На мне висит карат, на тебе висит кредит (Окей)
Мой пенис — блэсс и свэг, я круче тебя во всём
Ведь я успешен, как успех, а ты уёбище, как лох (Вау)
Зеркало мне заменяет порно (У)
Парень, я Иван Дорн, ты Иван Золо
Я парень ровный. — «Ты парень? Спорно»
Я парень слова, я парень скромный
Скромный, неебовый, обалденный, невъебенный
Я богатый, я пиздатый, все вокруг меня хотят
Хейтеры пиздят на меня что-то в интернете
Но когда их вижу в жизни, они похожи на котят
Спасибо, Господь, что я такой охуенный (У, у)
Как же вам повезло жить со мной в одно время (Ай, ай)
Я реально легенда, голос всех поколений (А)
На колени, на колени, на колени, сука (Skrrt, skrrt, skrrt)
На колени, сука (У, у, у), на колени, сука Сука-сука-сука-сука, давай (Буэ), на колени, сука
На колени, сука (Ха, ха, ха), на колени, сука
На колени, сука (Я)
Я качу по городу на своей тачке
На светофоре узнал мальчик
Но я не хочу с тобой говорить
Оу, ты же долбоёб и бездарный тип
Я смотрю в окно и поднимаю пальчик
Он чё-то орёт и постоянно плачет
Но на светофоре уже зелёный горит
И я вжимаю газ, ты официально слит
Oh, no, у меня с собой бабло
Я тебя забыл давно
Твоя жизнь — это говно, оу, оу, оу
Спасибо, Господь, что я такой охуенный
Как же вам повезло жить со мной в одно время Я не хочу жить среди неудач, тю, пау, тю, пау Ну заплачь
Спасибо, Господь, что я такой охуенный (У, у)
Как же вам повезло жить со мной в одно время (Ай, ай)
Я реально легенда, голос всех поколений (А)
На колени, на колени, на колени, сука (Skrrt, skrrt, skrrt)
На колени, сука (У, у, у), на колени, сука Сука-сука-сука-сука, давай (Буэ), на колени, сука
На колени, сука (Ха, ха, ха), на колени, сука
На колени, сука (Я)
Представьте ебало Кобейна, когда он увидел мой лютый рок
Альбом, где ребёнок в бассейне, в сравнение со мной, то ещё говно Представьте ебало моих хейтеров, когда поняли, что я смог
Представьте их ебло, о-о-оу
"
Пикник,"Ничего, ничего не бойся","Ты уже не ребенок розовый,
Ты прошел Джомолунгму, Непал и Тибет
Но никто, но никто, никто еще просто
Еще не сказал тебе
Ничего, ничего не бойся
Ни огня, ни звенящую тень
Утром кровью своей умойся,
И встряхни расцветающий день
Ты еще не ломоть отрезанный,
Хоть с утра не всегда и трезвый
И ничем особо не жертвуя,
И ничем особо не брезгуя,
Ты еще на коне, и в расцвете зла
Все мечтаешь о жизни новой
Не боишься рукою коснуться дна,
Но никто, никто не сказал тебе снова
Ничего, ничего не бойся
Ни огня, ни звенящую тень
Утром кровью своей умойся,
И встряхни расцветающий день
Так живешь, не поняв, чего ради
Каждый вечер восходит звезда
И в свинцовое зеркало глядя,
Сам себе говоришь иногда...
Говоришь иногда...
Ничего, ничего не бойся, а-а
Утром кровью своей умойся, а-а
Ничего, ничего не бойся, а-а
Утром кровью своей умойся, а-а
Ничего, ничего не бойся, а-а
Утром кровью своей умойся, а-а
"
Отморозки,Сибиряк,"Ливень хлещет мне в глаза, боль в висках и шило в жопе.
Снова в путь на риск и страх, жаль одет не по погоде.
Дороги, тропинки, пустыни Дакара.
Брюнетки, блондинки и братья по бару.
Полёт и падение в ответ на небрежность.
Поднял, матерюсь проверяю промежность.
Да, я сибиряк и это ништяк. По воле богов здесь я рос.
Да, я сибиряк, здоровый добряк. По крепче чем сам Дед Мороз.
Солнца нет, херачит снег. Шлем примёрз по курсу строго.
Тормоза? Их тоже нет. Да и замёрз уже немного.
Дороги, тропинки, пустыни Дакара.
Брюнетки, блондинки и братья по бару.
Ну вот и добрался и пить буду много,
А завтра оденусь теплей и в дорогу.
Да, я сибиряк и это ништяк. По воле богов здесь я рос.
Да, я сибиряк, здоровый добряк. По крепче чем сам Дед Мороз.
Да, я сибиряк и это ништяк. По воле богов здесь я рос.
Да, я сибиряк, здоровый добряк. По крепче чем сам Дед Мороз.
Да, я сибиряк и это ништяк. По воле богов здесь я рос.
Да, я сибиряк, здоровый добряк. По крепче чем сам Дед Мороз. Дед Мороз.
Дед Мо... Дед Мо... Дед Мооорооз...
"
RAM,Души (feat. KOMMO),"Твои руки на шее мой любимый ошейник.
Прошу, не дай сбежать. Ни грамму моей души.
Души, души, души!
Мы просто не умеем любить.
Мы просто не умеем любить.
Мы просто не умеем любить.
Я не кину в пакеты полжизни, в автомат - жетон.
Я бегу от суеты и суки с сумкой каждый год.
От девяти до девяти. На кошмаре жить тяжело.
Сегодня трахну её в бентли, но завтра я пешеход.
Снова реки слов по ушам моим вода.
В ловушку не поймает меня этот аркан.
В комнате без света, там, где вечный бардак.
Вижу свет в конце туннеля её открытого рта.
Твои руки на шее мой любимый ошейник.
Прошу, не дай сбежать. Ни грамму моей души.
Души, души, души!
Мы просто не умеем любить.
Мы просто не умеем любить.
Мы просто не умеем любить.
Эта кошка наседает мне на плечи.
Когда перед глазами открывается счёт.
Червоточины мои ты не залечишь.
Но чтобы разогреться, буду мацать ещё.
Твои ноги до ушей завлекает шарм.
Сука пахнет шоколадом, её надо шатнуть.
Видишь, дядя научился шиковать. Можешь напиться, детка.
Ты можешь позволить себе этот showroom.
А вот и номер, закрываем двери, ты готова
Интриги намутить, твои мотивы понял?
Управляешь мной, как будто робот
И безвольный тип. Я эти схемы знаю, сучка!
Я эти схемы видел уже сотню раз.
Но ты меня не знаешь точно.
Никакой любви. Лови три сотни баксов и иди отсюда!
Твои руки на шее мой любимый ошейник.
Прошу, не дай сбежать. Ни грамму моей души.
Души, души, души!
Мы просто не умеем любить.
Мы не умеем.
Мы просто не умеем любить.
Мы не умеем.
Мы просто не умеем любить.
"
Авторские песни,amkirin,"Под песни на гитаре,
Сижу я, залипаю,
Проблем не замечаю,
Мне так хорошо.
Под песни на гитаре,
Сижу я, залипаю,
Проблем не замечаю,
Мне так хорошо.
Давай с тобой,
Посидим у костра,
Серый дым вокруг,
Деревья и трава.
Мы с тобой,
Как небо и земля,
Мы с тобой,
Как Инь и Ян.
Плед расстелем,
Палатку поставим,
Вместе посидим,
О чём-нибудь помечтаем.
Я тебе тихонько
Сыграю на гитаре.
Под песни на гитаре,
Сидим и залипаем,
Проблем не замечаем,
Нам так хорошо.
Под песни на гитаре,
Сидим и залипаем,
Проблем не замечаем,
Нам так хорошо.
Серый дым окутал
Наши головы туманом,
Я начал забывать
Все обиды и все травмы.
А помнишь, как друг друга
До дома провожали?
А пьяный я, когда
Собирался уезжать?
А помнишь, как тогда
Ночью и без света
Летел на мотоцикле я
К тебе с большим приветом.
Время летит так быстро,
Его не замечаем.
В лесу уже стемнело,
Но мы вместе.
Под песни на гитаре,
Сидим и залипаем,
Проблем не замечаем,
Нам так хорошо.
Под песни на гитаре,
Сидим и залипаем,
Проблем не замечаем,
Нам так хорошо.
Под песни на гитаре,
Сидим и залипаем,
Проблем не замечаем,
Нам так хорошо.
"
Alessandra,Queen of Kings - (Царица царей) на русском,"Смело сражаться будем всегда,
Хоть и украли любовь и веру.
Лозунг не предадим никогда!
О-о-о, «Бейся и побеждай»!
Царица царей!
Тщетно ветрам гнаться за ней!
Крыльям за её спиной преград в мире нет.
Царица царей!
Вырвалась из клетки своей
Стражница всех южных и всех северных морей!
Пусть волосы чернее тьмы,
А глаза холодны и немы,
Льёт сердце свет. Приходит с ней
Полярное сияние!
Берегись её!
Лай-да-дай-ди-да-да!
Покоряет всё!
Она же Царица царей!
Тщетно ветрам гнаться за ней!
Крыльям за её спиной преград в мире нет.
Царица царей!
Вырвалась из клетки своей
Стражница всех южных и всех северных морей!
Она рубин пламенный,
Дама пик. Темп игры бешеный!
Вольётся в мир столь изменчивый,
Боль не страшит – цепь разорви!
Берегись её!
Лай-да-дай-ди-да-да!
Покоряет всё!
Она же Царица царей!
Тщетно ветрам гнаться за ней!
Крыльям за её спиной преград в мире нет.
Царица царей!
Вырвалась из клетки своей
Стражница всех южных и всех северных морей!
Лай, ла-ла-ли-ла,
Лай, лай-ли-лай-лай-ли,
Лай-ла-ла-ли-лай, лай-ли-ли-ла,
Лай-ла-ла-ли-лай, лай-ли-ли-ла,
Ла-ла-ла-ла, а-а-а-а!
Она же Царица царей!
Тщетно ветрам гнаться за ней!
Крыльям за её спиной преград в мире нет.
Царица царей!
Вырвалась из клетки своей
Стражница всех южных и всех северных морей!
"
Guano Apes,Pretty In Scarlet - (В алом красива) на русском,"В алом красива, так в алом красива.
Поспали мы, чтоб всё стереть, убрать из головы.
Я поспала, чтоб осознать.
Так хорошо найти местечко, где совсем нет лжи.
Где же та ночь? Куда уйти?
Не объяснить, ведь так плохо всё.
Вниз лечу, сплетаясь с дождём.
Я изменилась той ночью.
Последний наш поцелуй.
Не объяснить, ведь так плохо всё.
Вниз лечу, сплетаясь с дождём.
Я изменилась той ночью.
Твоя смерть в прошлом.
Ты хочешь жить во лжи? Я в алом красива. Дава-ай.
Стереть всё хочешь ты. Я в алом красива.
Я говорю тебе: прощай.
Ты хочешь жить во лжи? Я в алом красива. Дава-ай.
Стереть всё хочешь ты. Я в алом красива.
Я говорю тебе: прощай.
Всё ОК, то не в счёт. Тишина здесь течёт.
Дай нырнуть в неё, дай нырнуть в неё.
Мне дал вино, чтоб отравить. Забрал время моё.
Слышу крик твой, но. Но отчего?
Не объяснить, ведь так плохо всё.
Вниз лечу, сплетаясь с дождём.
Я изменилась той ночью.
Последний наш поцелуй.
Не объяснить, ведь так плохо всё.
Вниз лечу, сплетаясь с дождём.
Я изменилась той ночью.
Твоя смерть в прошлом.
Ты хочешь жить во лжи? Я в алом красива. Дава-ай.
Стереть всё хочешь ты. Я в алом красива.
Я говорю тебе: прощай.
Ты хочешь жить во лжи? Я в алом красива. Дава-ай.
Стереть всё хочешь ты. Я в алом красива.
Я говорю тебе: прощай.
В алом красива, в алом красива, в алом красива.
Ты хочешь жить во лжи? Я в алом красива. Дава-ай.
Стереть всё хочешь ты. Я в алом красива.
Ты хочешь жить во лжи? Я в алом красива. Дава-ай.
Стереть всё хочешь ты. Я в алом красива.
И бегу, и бегу, и бегу, и бегу я прочь.
И раз ты в меня камень свой,
И раз ты хочешь видеть боль,
И раз ты лишь во лжи.
То сбегу, то сбегу, то сбегу, то сбегу я прочь.
И раз ты в меня камень свой,
И раз ты хочешь видеть боль,
И раз ты лишь во лжи.
То сбегу...
"
INSPACE,Потеряна,"Ты потеряна в своём же теле, как в клетке
Рядом люди, что заебали конкретно
Ты потеряна, сколько не кури
За дымом не окажется любви
Нет
Ты потерянная, не знаешь, куда бежать
Мелькают дома, тебе себя очень жаль
Потерянная, не видишь ни в ком любовь
Холодно-холодно быть сегодня одной
Ищешь, с кем помолчать, не разделяя печаль
Убила в себе себя, в ответ сухое «прощай»
Ну его, навсегда срок годности вышел, надо бежать
А куда — не важно, ты слышишь? Уже плевать
На глазах растаяла преданность
Никто не ищет, хоть ты и потеряна
Ты потерянная, не знаешь, куда бежать
Мелькают дома, тебе себя очень жаль
Потерянная, не видишь ни в ком любовь
Холодно-холодно быть сегодня одной
Одной
Это дерьмовое вино воняет, как бензин
Постой (Со мной), постой (Со мной)
Ты бы всё рассказала, если бы он спросил
Ещё не докурила — уже хочется курить
В голове мысли страшные
Жаль только, что прошлое тлеет и не горит
Ты его душишь глазами влажными
Ты потерянная, не знаешь, куда бежать
Мелькают дома, тебе себя очень жаль
Потерянная, не видишь ни в ком любовь
Холодно-холодно быть сегодня одной
Потеряна ты, ты, потеряна ты, ты
Потеряна ты, ты, потеряна ты, ты
Потеряна ты, ты, потеряна ты, ты
Потеряна ты, ты, потеряна ты
"
Александр Кравцов,Процесс затяжной,"Борются борются – время борьбы, целая жизнь посвящается этому.
Борешься всеми правдами ты, а результат получается ветхий.
Борьба – это жизнь, а жизнь такова, если не борешься – значит отжил.
Борьба в наших мыслях, а так же в делах, месяц борьбы – и привычки сломил.
Целая жизнь чтоб себя изменить, саморазвитие – твой конек к успеху.
Одеревенели со временем мысли, недоразвитие ведет к неуспеху.
Борютя борются, тратится время, борьба происходит с самим собой.
Всем нам хочется уже перемен, но не происходит, процесс затяжной.
Но не происходит, процесс затяжной.
"
Филигон (Ростислав Чебыкин),Охранник Пётр,"Охранник Пётр дежурил в супермаркете
За кассами, напротив овощей.
Который день стояло лето жаркое,
А кондиционер не дул вообще.
И вдруг обзор мутится, как под градусом,
Хотя ни капли в рот не брал с утра:
Заходит в магазин Памела Андерсон
И держит курс прицельно на Петра.
— Я,— говорит,— давно ищу избранника:
Весь Голливуд затрахала, ища.
Как оказалось, я люблю охранников,
А пуще всех — Петра Михалыча.
Как раз такому рыцарю отважному
Хочу доверить я свою судьбу.
Я увезу тебя к себе в Лос-Анджелес
И возлюблю на пляже Малибу.
Всему виной, конечно, градус Цельсия:
От духоты такой приснился сон.
У овощей он простоял до пенсии,
И не пришла Памела Андерсон.
Полны тоски глаза небесных странников,
Скрипит во тьме сансары колесо…
Ну так давайте выпьем за охранников,
Поскольку надо ж выпить это всё.
"
Оризонт,Мотылёк,"Ла-ла, ла-ла-ла, ла-ла, ла-ла-ла,
Ла-ла, ла-ла, лааа
Ла-ла, ла-ла-ла, ла-ла, ла-ла-ла,
Ла-ла, ла-ла, лааа
Ла-ла, ла-ла-ла, ла-ла, ла-ла-ла,
Ла-ла, ла-ла, лааа
Ла-ла, ла-ла-ла, ла-ла, ла-ла-ла,
Лааа
Свет увидел на рассвете мотылёк (Привет!) ( - - )
Жить на этом белом свете он хотел (Сто лет!)
Не видал, как омывает берега (Река!)
Как в горах горят снега.
Пароход и грозу, и цветок, и слезу,
И сестру свою – стрекозу.
Этот мир такой огромный без сомнения
Папа с мамой дарят детям в день рождения
Как в коробочке картонной вместе сложены
Мир огромный и огромные возможности.
Что увидел, что увидел мотылек? (Лужок!) ( - - )
В первый и последний свой единственный (Денек?)
Он увидел, как на листьях светится (Роса!) -
Все земные чудеса.
Он познал, истрепав
Свои крылья до дыр,
Весь большой и прекрасный мир.
Этот мир такой огромный без сомнения
Папа с мамой дарят детям в день рождения
Как в коробочке картонной вместе сложены
Мир огромный и огромные возможности.
"
Пациend,Ода Шизофреникам,"Лег над пропастью шизофреников путь.
И срывается в бездну даль.
Шизофреник шизофреника не забудь.
Шизофреник шизофреника не предай.
Не ступили бы мы за край,
Да подталкивают психиатры враги.
Шизофреник шизофреника выручай.
Шизофреник шизофренику помоги.
Перешел в набат благовест.
И нельзя избежать борьбы.
Могут вынести шизофреников крест
Только наши с тобой горбы.
Шизофреник духом крепись!
У последней своей черты.
Шизофреник шизофренику поклонись.
Шизофреник шизофреника защити.
Шизофреник шизофренику поклонись.
Шизофреник шизофреника защити.
Душу шизофреника сохрани
В окаянные эти дни.
Душу шизофреника сохрани
В окаянные эти дни.
Шизофреник шизофренику поклонись.
Шизофреник шизофреника защити.
Душу шизофреника сохрани
В окаянные эти дни.
"
ST,Дай ему сил,"Вновь ночи без сна, так приходит весна
Так на сердце теплом вытесняется стужа
Вновь ночью луна с ним дежурит одна
Отражаясь как в зеркалах этих пасмурных лужах
В даль смотрит пристально взгляд
И обратно летят перелётные, гордые птицы
Он, он пример для ребят
Тех кто также не спят, охраняя границы
Дай ему сил чтобы он победил
Чтоб вернулся домой и воцарил мир
Дай ему сил чтобы он победил
Он для старших герой, а для молодых кумир
И ни шагу назад, пускай дождь или град
Он не ради наград, а по долгу отечеству и сердца зову
Он, он пример для ребят
В ночь уходит отряд и он сдержит им каждому данное слово
В даль светит свет из окна, наша вера сильна
А в единстве и мужестве сила
С ним, с ним спокойна страна
Всегда чтобы не происходило
"
Серега Пират,Наталия,"Ну здравствуйте, прекрасные
Мадамочки, аж красные
Я миллионер, — да, я богат (У)
Знакомству с вами очень рад
Она так улыбается и смотрит прямо в глаза
Да, ты мне тоже нравишься, я говорю эту фразу, у
Пойдём ко мне, эта тусовка уже не по мне
И я весь в огне, но почему-то мне…
Наталия, я ненормальный шизик
Я отнимаю жизни (Ла-ла-ла-ла)
Ты так прекрасна
Агония, в моём подвале трупы
Разложены по кругу (Ла-ла-ла-ла)
Немного страшно
Наталия
Эй, ты садишься в такси со мною
Слушай, водитель, вези домой
Давай, побыстрее дави на газ
Я не хочу сейчас упустить свой шанс
Ты так играешь с моей рукой
Не торопись, погоди, постой
Скоро приедем, тут по прямой
И мы будем вдвоем и мы будем с тобой
Если б ты знала, что у меня на уме
Ты б посрывала волосы на голове
Даже моя бэйба не знала
Как и сейчас
Наталия, я ненормальный шизик
Я отнимаю жизни (Ла-ла-ла-ла)
Ты так прекрасна
Агония, в моём подвале трупы
Разложены по кругу (Ла-ла-ла-ла)
Немного страшно
Наталия
"
Красные Звезды,Злые Пистолеты,"Вы, подражатели и дети, продажных наших хищных душ кортеж изнеженный уедет от ваших ужасов и стуж.
Чужие граждане и дуры в учережденьях и гробах, пусть наши черные скульптуры на ваших крепятся губах.
Пусть слепят наши поцелуи слепые улицы клыки, и плесневелый ветер сдует тепло со снеженной реки.
Мы сумасшедшие уроды, мы уроженцы всех адов, мы взорванных водопроводов гнилая бешеная кровь.
Мы беженцы теплоснабжений, мы обожженные тела, мы неизбежность унижений, мы нежность язвенная зла.
Нагие гении злодейства, гестапо пасти пустоты.
Мы пожиратели младенцев.
Мы торжествующие рты.
Мы торжествующие орды адреналиновых людей.
Нам дали нужные свободы и все возможности смертей.
Мы обнаглевшие подонки. Мы киношвы тревожной лжи.
Мы разорвавшиеся пленки, чужих пороков коллажи.
Мы негры некрореализма, нагромождение дерьма, мы мародеры грешной жизни, окрошка здешнего ума.
Мы прирожденные убийцы.
У нас зеленые глаза.
У нас бессмысленные лица и обезьяньи голоса.
Мы гениальные поэты.
Мы врачеватели свиней.
Мы курим злые сигареты среди не близких нам людей.
Мы гениальные поэты, мы ничего не станем ждать, мы купим злые пистолеты и будем нагло убивать.
"
Песни из аниме,Evidence - (Доказательство) - Fairy Tail OP 7 - Daisy X Daisy на русском,"Я всегда искала знак, чтоб точно узнать, что жива.
Поняла недавно, что ответ всё время был рядом.
Небеса сияют ярко как будто озера гладь,
И сейчас мир кажется таким простым, понятным.
Поверить сложно было в то, что возможно в мире всё найти.
Я опустила свои руки, но ты надежду подарил
И слёз поток остановил.
Суть жизни никогда нам не изменить.
Хрупкий аккорд звенит вокруг,
Но вместе с ним могу спеть ноту одну,
Ответь, прошу, почему?
Вера в душе - всего лишь ложь,
Однако мне уже давно всё равно,
Ведь выбор это был мой.
Не искать мне нужно было знак того, что жива,
А понять, что был ответ простой и правильный рядом.
Ночь тепла, бесшумно туманом укрыла вмиг мир она.
И сейчас застыло всё, что дальше ждёт, нам неясно.
Твоя душа всегда страдала, я убегала, извини.
Приняв отважно все эти шрамы и улыбнувшись, ты простил.
За что тогда благодарил?
Суть жизни никогда нам не изменить.
Верный ответ спешу понять,
Но хватит ли на всё моих сил сейчас?
Вперёд смогу ли шагать?
Рушится мир, придёт ли миг,
Когда смогу улыбкой свет подарить
И всех однажды простить?
Мне не хватает слов, чтоб чувства передать.
Честно скажи одно, я действительно ещё жива?
Когда долго петь смогу в мире, что уж не спасти?
Чистой нотой я сейчас хочу сердца каждого достичь.
Хрупкий аккорд звенит вокруг,
Но вместе с ним могу спеть ноту одну,
Ответь, прошу, почему?
Вера в душе - всего лишь ложь,
Однако мне уже давно всё равно,
Ведь выбор это был мой.
"
Второе дыхание,Спасение мира,"В прошлом эхо войны осталось,
Сильный слабого подчинил,
Никто не может изменить, казалось,
Мировой расстановки сил;
Восточный ветер чумы бесшумной
Множит силы будто ураган;
В новый век человек разумный
Сделал в ближнем себе врага.
Невидимо идёт вторжение,
Держит людей от вестей под напряжением,
Носитель терпит поражение,
Тревога в глазах, на устах при заражении;
Особым стало положение,
Иного пути не найти для отражения,
До полного уничтожения
Разум и страх в головах ведут сражение.
Есть кто живой?
Но что заставило самовольно
Железный занавес опустить,
Ждать прямого эфира волны,
Ждать надежды, спасения нить?
Вот и он - Великий Уравнитель,
Нет ему рабов и нет господ!
Будь то нищий или небожитель -
Встанут рядом и пойдут в расход.
Невидимо идёт вторжение,
Держит людей от вестей под напряжением,
Носитель терпит поражение,
Тревога в глазах, на устах при заражении;
Особым стало положение,
Иного пути не найти для отражения,
До полного уничтожения
Разум и страх в головах ведут сражение.
Есть кто живой, кто дарует покой?
Сойдите же с тронов, снимите короны,
Пришло ваше время дрожать взаперти!
От всех эпидемий найти исцеление
Вам едва ли под силу,
Угроза незрима,
И только всем миром этот мир спасти!
Невидимо идёт вторжение,
Держит людей от вестей под напряжением,
Носитель терпит поражение,
Тревога в глазах, на устах при заражении;
Особым стало положение,
Иного пути не найти для отражения,
До полного уничтожения
Разум и страх в головах ведут сражение.
Есть кто живой, кто дарует покой?
Сойдите же с тронов, снимите короны,
Пришло ваше время дрожать взаперти!
От всех эпидемий найти исцеление
Вам едва ли под силу,
Так ройте могилы -
Ведь только всем миром этот мир спасти!
"
Сергей Калугин,Окна,"Проходя переулком, до трещины в камне знакомым
Я смотрю, растирая меж пальцев сухую траву
Как горят мои окна под самою крышею дома
Мои окна в том доме, где я десять лет не живу
За Горбатым мостом распростёрлась иная эпоха
Там тенисты дворы и сквозь ветви мерцающий свет
То горят мои окна, горят навсегда мои окна
Мои окна в том доме, где я появился на свет
В этот час настоящее зыбко, а время неплотно
Я иду через город, и кажется — лишь оглянись!
И горят надо мной, и плывут надо мной мои окна
Навсегда мои окна в домах, где прошла моя жизнь!
Мы однажды взлетим
В это небо, и станем свободны
И когда в наши души
Ударит Великий Рассвет
То ответным огнём
Полыхнут на Земле наши окна
Навсегда наши окна
В домах, там, где больше нас нет
"
Оргия праведников,Окна,"Проходя переулком, до трещины в камне знакомым
Я смотрю, растирая меж пальцев сухую траву
Как горят мои окна под самою крышею дома
Мои окна в том доме, где я десять лет не живу
За Горбатым мостом распростёрлась иная эпоха
Там тенисты дворы и сквозь ветви мерцающий свет
То горят мои окна, горят навсегда мои окна
Мои окна в том доме, где я появился на свет
В этот час настоящее зыбко, а время неплотно
Я иду через город, и кажется — лишь оглянись!
И горят надо мной, и плывут надо мной мои окна
Навсегда мои окна в домах, где прошла моя жизнь!
Мы однажды взлетим
В это небо, и станем свободны
И когда в наши души
Ударит Великий Рассвет
То ответным огнём
Полыхнут на Земле наши окна
Навсегда наши окна
В домах, там, где больше нас нет
"
Кишлак,Мультики,"Ты видишь меня в разноцветных мультиках
Все вещи мы с тобою потеряли
На самом деле я соврал
Что ничего, кроме вина в твоём бокале
И мы с тобой ложимся на кровать
На задний фон радиостанцию Lo-Fi'я
Ты хочешь ласки, я хочу убивать
Это не экстази, готовься, моя зая
Я намешал тебе там целую аптеку
Надеюсь, то, что скоро, милая, ты сдохнешь
Я под кроватью спрячу твоё тело
Но доставать тебя я буду только ночью
Ведь только так я могу быть уверен
Что тебя больше никогда он не коснётся
И даже если в твоём самом милом теле
Сердце больше никогда не забьётся, не забьётся, не забьётся
Сердце больше никогда не забьётся, не забьётся, не забьётся
Сердце больше никогда не забьётся, не забьётся, не забьётся
Сердце больше никогда не забьётся, не забьётся, не забьётся
А-а-а, вот хуйня...
Твоё тело начало разлагаться
Соседка думает, что я варю гердос
Сука вызвала наряд, чтоб разобраться:
Откуда запах, что все закрывают нос?
Я не отдам тебя, любимая, собакам
И мы сбежим во двор от них через окно
У тебя самая красивая улыбка
Но ты не улыбаешься уже давно
Я намешал тебе там целую аптеку
Надеюсь, то, что скоро, милая, ты сдохнешь
Я под кроватью спрячу твоё тело
Но доставать тебя я буду только ночью
Ведь только так я могу быть уверен
Что тебя больше никогда он не коснётся
И даже если в твоём самом милом теле
Сердце больше никогда не забьётся, не забьётся, не забьётся
Сердце больше никогда не забьётся, не забьётся, не забьётся
Сердце больше никогда не забьётся, не забьётся, не забьётся
Сердце больше никогда не забьётся, не забьётся, не забьётся
"
Стелла,Сумерки,"Ложатся сумерки на город,
И в окнах зажигают свет.
Уже совсем стемнеет скоро,
И суета сойдёт на нет.
Поддавшись сну, замолкнут люди.
И вместе с ними, до утра
Исчезнет ложь, затихнет грусть,
Уснёт под одеялом глупость,
И подлость сгинет без следа...
Прекрасна ночь, и гибнет зло!
И мир так чист, и непорочен!
Ты настежь распахни окно,
И вслушайся в безмолвье ночи.
Гляди в пустую темноту,
Потом закрой глаза, и думай: ""Ночь унесёт печаль мою...""
И свежий ветер вдруг подует,
Ты так давно хотел подумать...
Но торопись! Ведь новый дееее-еее-нь
Себя недолго ждать заставит! о-о-о-о-о
И только под глазами те-е-е-ень
Безмолвной ночи след оставит...
"
Юта,Братишка,"Там где поля зелены
Небеса ясны пролетала смерть
Ветром да с той стороны
Обожгла мосты и упала в твердь
Смерти да нет никакой
Все мы вернёмся домой
И в небесах разольётся заря
А пока гитара под рукой
Пой мне братишка пой
Пой мне что всё это было не зря
Лёг первый снег на висок
Да рябины сок снегирей считать
Будем по весне браток кто нам друг кто враг
Пролегла черта
Смерти да нет никакой
Все мы вернёмся домой
И в небесах разольётся заря
А пока гитара под рукой
Пой мне братишка пой
Пой мне что всё это было не зря
"
